market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
GSOMCI,0,1,0,1,0,0,0.838,0.846204579,0.47392413,2.449999809,3.027212381,1.102395296,0,0,0.341812402,0.67673552,0.20959194,0.48277691,0.137254909,0.220720723,0.1821796,0.034620482,0.1821796,0.060624734,0,0
GSOMCO,0,1,0,1,1,0,0.533999979,1.499183893,0.472719043,2.699999809,2.773549795,1.05497098,0,0,0.290398926,0.746788383,0.17768763,0.556930363,0.226910084,0.155172408,1.985859513,0.32750985,1.985859513,0.032272853,0.001823625,0.996360779
GSOMDW,0,0,0,0,1,0,0.574999988,0.959886014,0.155067578,1.700000048,3.173823357,2.449293137,0,0,0.084733896,0.40196079,0.029411765,0.371708691,0.28725493,0.342857152,0.051339164,0.005692828,0.051339164,0.157734901,0,0
GSOMEM,0,1,0,1,1,0,0.569999993,0.83991617,0.47392413,3.5,2.905470133,0.890599251,0,0,0.180598557,0.678276539,0.075464398,0.468137264,0.268833876,0,0.895151258,0.116121635,0.895151258,0.039641157,0.116121635,0.850194037
GSOMIA,0,1,0,1,1,0,0.709999979,1.683494091,0.211625397,3.099999905,3.017216682,1.826446891,0,0,0.367603689,0.720544875,0.140031233,0.551101863,0.225750476,0,1.51762116,0.269096345,1.51762116,0.033848979,0.001937307,0.725971758
GSOMKE,0,1,0,1,0,0,0.63499999,1.024811983,0.47392413,2.699999809,3.10695529,0.990776837,0,0,0.271241844,0.574800313,0.20225127,0.485112578,0.154320985,0,0.033288576,0.018786717,0.033288576,0.097928554,0,0.031647258
GSOMOB,0,1,0,0,0,0,0.606999993,1.157428861,0.47392413,1.899999976,2.515949726,0.511002302,0,0,0.049019609,0.887254894,0.029411765,0.343137264,0.137254909,0,1.254843831,0.000291601,1.254843831,0.001740759,0.000291601,0.903531253
GSOMSY,0,1,0,1,1,0,0.731000006,1.180214405,0.47392413,4.25,2.82308507,0.924879551,0,0,0.266410917,0.754134715,0.129411772,0.464876384,0.219863594,0.204347819,0.951869905,0,0.951869905,0.002178813,0,0.744236469
GSOORD,1,1,1,1,0,0,0.589999974,0.966490865,0.155067578,1.700000048,3.173823357,2.449293137,0,0,0.395424843,0.637254894,0.339869291,0.470588267,0.137254909,0,0,0.005956824,0,0.154147908,0,0
GSOPBI,0,1,0,1,0,0,0.648000002,1.640759706,0.421313316,2.849999905,3.60978055,0.86919868,0,0,0.122190341,0.834887624,0.041606888,0.605332375,0.137254909,0.140243903,1.675704718,0.312742263,1.675704718,0.039442934,0.045239389,0.794572055
GSOPDX,0,1,1,0,0,0,2.299000025,2.323059797,0.47392413,2.299999952,3.033238173,1.135198593,0,0,0.312755883,0.693169594,0.364576608,0.343137264,0.137254909,0.17582418,0.010075182,0,0.010075182,0.019264702,0,0.005881782
GSOPVD,0,0,0,1,0,0,0.601000011,1.713543415,0.422890365,3.849999905,2.940353632,1.020559549,0,0,0.253244966,0.669566393,0.163214579,0.667080939,0.137254909,0.253521115,1.388317227,0.74555248,1.388317227,0.002265308,0.002265308,0.006678119
GSOROC,0,0,0,1,0,0,0.5,1.430109859,0.47392413,2.25,2.922614336,0.822764874,0,0,0.24509804,0.480392158,0.205882356,0.70588237,0.137254909,0,1.230414987,0.57838577,1.230414987,0.057374146,0.089808472,0.110834591
GSORSW,0,1,0,1,0,0,0.666999996,1.590183377,0.264955878,6.450000286,2.973764658,0.547117472,0,0,0.23576659,0.757382512,0.041459955,0.58410114,0.245688647,0,1.564655185,0.230820224,1.564655185,0.024746325,0.001960812,0.797135592
GSOSAN,0,1,0,1,0,0,2.127000093,2.133742571,0.47392413,3.25,3.112618446,1.365244985,0,0,0.358936965,0.682952523,0.256684512,0.458839744,0.137254909,0.19421488,0.017114867,0.017114867,0.042472206,0,0.017132888,0
GSOSAT,0,1,0,1,0,0,1.167000055,1.343434811,0.47392413,2.25,2.76816678,1.066926003,0,0,0.3807953,0.7384094,0.1415613,0.378413051,0.137254909,0.205607474,0.065322369,0.008976299,0.397146493,0.006380815,0.008976299,0.015037138
GSOSDF,0,1,0,0,0,0,0.351000011,0.931874156,0.47392413,2.849999905,2.933122873,0.874275684,0,0,0.231452033,0.760068893,0.103736088,0.512056172,0.137254909,0.229729727,1.493264198,0.175374702,1.493264198,0.188980848,0.371945471,1.197766542
GSOSEA,0,1,0,1,0,0,2.292000055,2.330299854,0.47392413,1.700000048,3.306260109,1.42046082,0,0,0.31489262,0.691643357,0.283380032,0.478057921,0.137254909,0.150793657,0.005055266,0,0.005055266,0.010475039,0,0.004210254
GSOSFO,0,1,0,1,0,0,2.334000111,2.326394558,0.112048075,0.75,3.802097321,1.65036869,0,0,0.334733903,0.670868397,0.357142866,0.49859947,0.137254909,0,0.040769499,0.010712376,0,0.013818527,0,0
GSOSLC,0,1,0,0,0,0,1.756999969,1.756881118,0.47392413,3.75,2.868753672,0.801354825,0,0,0.301766872,0.808554173,0.287653536,0.343137264,0.137254909,0.219780222,0.04386444,0.0096801,0,0.026663575,0,0
GSOSTL,0,1,0,1,0,0,0.601000011,0.709472299,0.47392413,1.799999952,2.992605925,1.331659675,0,0,0.386626452,0.530165911,0.144796386,0.471342385,0.137254909,0.205128208,0.408772767,0.057923075,0.408772767,0.090985134,0.217951968,0.372662991
GSOTPA,0,1,0,1,1,0,0.579999983,1.481002212,0.102310307,2.949999809,2.883104324,1.262300491,0,0,0.253744036,0.768102527,0.13964799,0.563609719,0.227806091,0.157480314,1.76203084,0.227983773,1.76203084,0.019109476,0.001102947,0.933281839
GSPIND,0,1,0,1,0,0,0.400999993,0.835209072,0.413653493,2.300000191,2.967187166,0.939852595,0,0,0.326630443,0.638586938,0.190217391,0.449456513,0.038043477,0.179347828,0.880855083,0.034600161,0.880855083,0.253990114,0.461139619,0.803594351
GSPJAX,0,1,0,0,0,0,0.305999994,1.285521507,0.413653493,1.600000024,2.814638376,0.807704329,0,0,0.248419553,0.851293087,0.011494253,0.450143695,0.109195404,0.155172408,3.713870287,0.384765416,3.713870287,0.324514955,0.000938465,2.556744337
GSPLAX,1,1,0,0,0,0,2.056999922,2.079446077,0.183144793,3,2.950365782,2.670177221,0,0,0.401293099,0.734051704,0.268965513,0.389224142,0.044827588,0.168965518,0.016617823,0.016617823,0.037873488,0.005310682,0,0.005310682
GSPLGA,0,0,0,0,0,0,0.610000014,1.486347556,0.11014735,1.899999976,3.375439167,3.241131544,0,0,0.36209017,0.695696712,0.172131151,0.458811462,0.065573767,0,1.144251108,0.475897908,1.144251108,0,0,0
GSPMCI,0,1,0,0,0,0,0.753000021,0.753376961,0.413653493,2.150000095,2.954227448,1.02897644,0,0,0.380292803,0.71227479,0.180180177,0.377139628,0.058558557,0.220720723,0.300052077,0.121412382,0.300052077,0.171683222,0,0
GSPMCO,0,1,0,1,0,0,0.449000001,1.406356215,0.413653493,2.400000095,2.700564623,0.984710634,0,0,0.328879297,0.782327592,0.148275867,0.451293111,0.089655176,0.155172408,2.524992704,0.240471452,2.524992704,0.213157326,0.001213702,1.70092833
GSPMEM,0,1,0,0,0,0,0.441000015,0.747088552,0.413653493,3.199999809,2.832485199,0.831285894,0,0,0.219078958,0.713815808,0.046052631,0.387499988,0.131578952,0,1.42292273,0.098119482,1.42292273,0.328955561,0.098119482,1.3630656
GSPMIA,0,1,0,1,0,0,0.638000011,1.590666533,0.211625397,2.800000191,2.944231749,1.704806566,0,0,0.40608409,0.756084085,0.11061947,0.445464611,0.088495575,0,1.783360004,0.174200267,1.783360004,0.140292659,0.001689564,1.150627136
GSPMSY,0,1,0,0,0,0,0.578000009,1.087386727,0.413653493,3.949999809,2.750099897,0.863283217,0,0,0.304891288,0.789673924,0.100000001,0.359239131,0.082608692,0.204347819,1.261795998,0,1.448251843,0.25617069,0,0.982062221
GSPORD,1,1,0,1,0,0,0.577000022,0.873663187,0.155067578,1.400000095,3.100838184,2.286171913,0,0,0.433905244,0.672794104,0.310457528,0.364950985,0.01633987,0,0.00049558,0.006868095,0.00049558,0.1688409,0.000539479,0.000539479
GSPORF,0,0,0,0,0,0,0.363999993,1.365986347,0.228941053,3.5,2.731719255,0.949374259,0,0,0.287499994,0.757499993,0.039999999,0.537500024,0,0,2.550428391,0.835920751,2.550428391,0,0.001033489,0.604676485
GSPPBI,0,1,0,0,0,0,0.579999983,1.547932148,0.413653493,2.550000191,3.536795616,0.811310589,0,0,0.160670727,0.870426834,0.012195121,0.499695122,0.054878049,0.140243903,1.969188571,0.204721287,1.969188571,0.150056824,0.010376398,1.257832527
GSPPVD,0,0,0,1,0,0,0.750999987,1.620715857,0.413653493,3.550000191,2.86736846,0.952590942,0,0,0.291725338,0.705105662,0.133802816,0.561443686,0.035211269,0.253521115,0.895674229,0.380193591,0.895674229,0,0,0.000897079
GSPRIC,0,0,0,0,0,0,0.326999992,1.299233675,0.413653493,3.349999905,2.937032223,0.794596672,0,0,0.242672414,0.782327592,0.05172414,0.63405174,0,0,2.723909855,0.935861945,2.723909855,0.012279825,0.049426157,0.667320132
GSPRSW,0,1,0,0,0,0,0.577000022,1.4973557,0.264955878,6.150000095,2.900779724,0.510679841,0,0,0.274246991,0.792921662,0.012048192,0.478463858,0.108433738,0,1.944363475,0.159512043,1.944363475,0.173275113,0.001761346,1.331628442
GSPSAN,0,1,0,0,0,0,2.006999969,2.040915012,0.413653493,2.949999809,3.039633512,1.274320602,0,0,0.397417367,0.718491733,0.227272734,0.353202462,0.053719006,0.19421488,0.010082874,0.010082874,0.059371546,0,0.010101972,0
GSPSAT,0,1,0,0,0,0,1.019999981,1.250607133,0.413653493,1.950000048,2.695181847,0.995869458,0,0,0.419275701,0.77394861,0.112149529,0.330373853,0.009345794,0.205607474,0.085357189,0.005447807,0.587002635,0.005817249,0.005447807,0.014993944
GSPSEA,0,1,0,1,0,0,2.232000113,2.237472057,0.413653493,1.400000095,3.233275175,1.32585907,0,0,0.353373021,0.727182508,0.253968269,0.372420639,0.103174604,0.150793657,0.026818717,0.01919304,0.026818717,0.028196163,0,0.001906528
GSPSFO,0,1,0,1,0,0,2.23300004,2.233566999,0.112048075,0.450000018,3.729112148,1.540455222,0,0,0.373214304,0.706407547,0.327731103,0.392962188,0.054621849,0,0.039001711,0.023610903,0.002687406,0.010885195,0,0.0055832
GSPSLC,0,1,0,0,0,0,1.66900003,1.66405344,0.413653493,3.449999809,2.795768738,0.747985125,0,0,0.340247273,0.844093442,0.258241773,0.237499997,0.054945055,0.219780222,0.091876887,0.041404873,0,0.076885425,0,0
GSPSTL,1,0,0,0,0,0,0.523999989,0.616644681,0.413653493,1.5,2.919620991,1.242971897,0,0,0.425106853,0.565705121,0.115384616,0.365705132,0.004273504,0.205128208,0.593406737,0.189427733,0.593406737,0.238847345,0.2143953,0.550518572
GSPTPA,0,1,0,1,0,0,0.477999985,1.388174534,0.102310307,2.650000095,2.81011939,1.178232074,0,0,0.292224407,0.803641737,0.11023622,0.457972437,0.090551183,0.157480314,2.326884031,0.172200739,2.326884031,0.222923502,0.001133619,1.652643561
HOUIAD,0,1,0,0,1,0,1.200999975,1.361109972,0.234365851,6.5,3.89699769,4.88186121,0,0,0.347654313,0.478024691,0.280000001,0.126666665,0.248148143,0.296296299,0.179236218,0.021951921,0.275923729,0.008723098,0,0
HOUICT,1,0,0,0,0,0,0.564999998,0.953501105,0.236466587,7.25,3.269972324,1.669072032,0,0,0.60670197,0.238977075,0.202380955,0.107142858,0.148148149,0.296296299,0.020047942,0.020047942,1.301968694,0.002403057,0.002338889,0.002338889
HOUIND,0,0,0,0,0,1,0.861999989,0.908581853,0.236466587,4.949999809,3.398649693,2.744948864,0,0,0.393451422,0.392444968,0.190217391,0.298913032,0.148148149,0.475644112,0.169995442,0.141568854,0.301933706,0.007933367,0.0004829,0.0004829
HOUISP,0,0,0,0,0,1,1.465000033,1.60011971,0.236466587,4.550000191,3.806901455,9.466100693,0,0,0.22328651,0.329289079,0,0.068965517,0.148148149,0.744572163,0.141496494,0.015813313,0.171039924,0,0,0
HOUJAN,0,0,0,0,0,1,0.358999997,1.003242612,0.236466587,5.650000095,3.097296953,1.55897212,0,0,0.183732748,0.642338395,0.029411765,0.14705883,0.148148149,0.443355143,0.822978675,0.822978675,3.521926165,0.040821809,0,0
HOUJAX,0,1,0,0,1,1,0.815999985,1.358894229,0.236466587,4.25,3.246100664,2.358994246,0,0,0.315240532,0.605151176,0.011494253,0.212643683,0.25734356,0.451468706,0.426123977,0.182476714,1.218735695,0.027256835,0,0
HOUJFK,0,0,0,0,0,0,1.427999973,1.56380105,0.11014735,4.550000191,3.806901455,9.466100693,0,0,0.546477854,0.465867847,0.098039217,0.137254909,0.148148149,0.296296299,0.145163059,0.017528288,0.178601697,0,0,0
HOULAX,1,0,0,0,0,1,1.389999986,2.152818918,0.183144793,5.650000095,3.38182807,7.798562527,0,0,0.468114078,0.487909764,0.268965513,0.220689654,0.148148149,0.465261817,0.063692868,0.063692868,0.253746063,0,0,0
HOULEX,0,1,0,0,0,0,0.842000008,0.981633186,0.236466587,3.950000048,3.295861244,1.414319038,0,0,0.154320985,0.664330959,0.054054055,0.054054055,0.148148149,0.296296299,0.233473107,0.133945778,0.509665906,0.019535309,0,0.008153775
HOULGA,1,1,0,0,1,0,1.427999973,1.559720278,0.11014735,4.550000191,3.806901455,9.466100693,0,0,0.42891115,0.449554741,0.172131151,0.22131148,0.213721916,0.296296299,0.143486306,0.018679664,0.17369546,0,0,0
HOULIT,0,0,0,0,0,1,0.393000007,0.838136971,0.236466587,5.849999905,3.180439949,1.728964329,0,0,0.52553308,0.501964092,0.007575758,0.151515156,0.148148149,0.523569047,0.401323557,0.401323557,2.811069965,0.012657418,0.001758993,0.001148874
HOUMBS,0,0,0,0,0,0,1.139999986,1.153895736,0.236466587,3.099999905,3.051609755,1.007981539,0,0,0.154320985,0.19135803,0.161290318,0.467741936,0.148148149,0.296296299,0.023569636,0.050016917,0.023569636,0.004403098,0,0
HOUMCI,1,0,0,0,0,1,0.666000009,0.826749742,0.236466587,4.800000191,3.385689735,3.00524497,0,0,0.447113782,0.46613279,0.180180177,0.225225225,0.148148149,0.517017007,0.062997997,0.062997997,1.022497177,0.002531309,0.001788257,0.001788257
HOUMCO,0,1,0,0,1,1,0.84799999,1.479729056,0.236466587,5.050000191,3.132026911,2.875961781,0,0,0.395700276,0.536185622,0.148275867,0.220689654,0.237803325,0.451468706,0.449460447,0.294969797,1.300431132,0.031214949,0,0
HOUMDW,0,0,0,0,1,1,0.936999977,0.940431178,0.155067578,4.050000191,3.532300711,6.677030563,0,0,0.190035269,0.19135803,0,0.064285718,0.298148155,0.639153481,0.025439348,0.114436552,0.025439348,0.004732211,0.000438776,0.000438776
HOUMEM,0,0,0,0,1,0,0.483999997,0.820461392,0.236466587,5.849999905,3.263947487,2.427866936,0,0,0.285899937,0.467673808,0.046052631,0.375,0.279727101,0.296296299,0.401026458,0.401026458,1.968084455,0.017106237,0.000795979,0.000795979
HOUMIA,0,0,0,0,1,0,0.954999983,1.664039254,0.211625397,5.449999809,3.375694036,4.979085922,0,0,0.47290507,0.509942114,0.11061947,0.207964599,0.236643732,0.296296299,0.431189418,0.351102084,1.244845748,0.032309968,0,0
HOUMKE,0,0,0,0,1,0,1.004999995,1.005357265,0.236466587,5.050000191,3.465432405,2.70096159,0,0,0.376543224,0.364197552,0.172839507,0.38271606,0.160493821,0.296296299,0.007417806,0.095040791,0.007417806,0.003635084,0.000223067,0.000223067
HOUMSY,0,0,0,0,0,1,0.303000003,1.160759568,0.236466587,6.599999905,3.181562185,2.521318674,0,0,0.371712267,0.543531954,0.100000001,0.213043481,0.230756849,0.500644088,1.292634606,1.292634606,4.88492918,0.082234398,0,0
